PropertyValue,Timestamp
150,2018-09-02T17:37:07.2998687Z
0,2018-09-02T17:37:07.5427572Z
150,2018-09-02T17:37:08.8922214Z
0,2018-09-02T17:37:09.7516195Z
150,2018-09-02T17:37:14.2986674Z
0,2018-09-02T17:37:22.7903669Z
150,2018-09-02T17:38:09.0437244Z
0,2018-09-02T17:38:10.1891153Z
150,2018-09-02T17:38:13.6736361Z
0,2018-09-02T17:38:15.1428831Z
150,2018-09-02T17:38:21.7039180Z
0,2018-09-02T17:38:23.1610372Z
